ridge,weighting_stratum,feature,coefficient,converged,iterations,selected
0.2,Bundesliga|Midfield,pre_npxg_xa,0.23949802240044163,True,6,False
0.2,Bundesliga|Midfield,pre_injury_days,-0.16900844368368168,True,6,False
0.2,Bundesliga|Midfield,pre_club_ppg,0.4672481006590983,True,6,False
0.2,Bundesliga|Midfield,pre_opponent_ppg,0.5096189165600122,True,6,False
0.2,Bundesliga|Midfield,pre_trend_minutes_share,-0.05029251402225235,True,6,False
0.2,Bundesliga|Midfield,pre_trend_npxg_xa,0.19623059220746486,True,6,False
0.2,Bundesliga|Midfield,missing_pre_npxg_xa,-0.7234328350621722,True,6,False
0.2,Bundesliga|Midfield,missing_pre_trend_npxg_xa,-0.7234328350621722,True,6,False
0.2,LaLiga|Attack,intercept,-1.458652035720882,True,8,False
0.2,LaLiga|Attack,age_at_world_cup,0.5246347174686111,True,8,False
0.2,LaLiga|Attack,market_value_log,2.268709326202388,True,8,False
0.2,LaLiga|Attack,pre_minutes_share,-0.0736174607914693,True,8,False
0.2,LaLiga|Attack,pre_squad_rate,-1.6453910082429515,True,8,False
0.2,LaLiga|Attack,pre_start_rate,-0.235156609641725,True,8,False
0.2,LaLiga|Attack,pre_npxg_xa,0.5555186800393338,True,8,False
0.2,LaLiga|Attack,pre_injury_days,-0.17305724528821123,True,8,False
0.2,LaLiga|Attack,pre_club_ppg,0.8550157673989652,True,8,False
0.2,LaLiga|Attack,pre_opponent_ppg,0.43781354474672846,True,8,False
0.2,LaLiga|Attack,pre_trend_minutes_share,-0.337104009718853,True,8,False
0.2,LaLiga|Attack,pre_trend_npxg_xa,0.18694177944687057,True,8,False
0.2,LaLiga|Attack,missing_pre_npxg_xa,-0.553043504493981,True,8,False
0.2,LaLiga|Attack,missing_pre_trend_npxg_xa,-0.553043504493981,True,8,False
0.2,LaLiga|Defender,intercept,-1.9969014804107232,True,7,False
0.2,LaLiga|Defender,age_at_world_cup,0.13337368889435736,True,7,False
0.2,LaLiga|Defender,market_value_log,0.8753721545307391,True,7,False
0.2,LaLiga|Defender,pre_minutes_share,1.0310688254730491,True,7,False
0.2,LaLiga|Defender,pre_squad_rate,-0.529797533591106,True,7,False
0.2,LaLiga|Defender,pre_start_rate,-0.5056907433209742,True,7,False
0.2,LaLiga|Defender,pre_npxg_xa,-0.25842533190797073,True,7,False
0.2,LaLiga|Defender,pre_injury_days,-0.6190415680751993,True,7,False
0.2,LaLiga|Defender,pre_club_ppg,0.6355444895420658,True,7,False
0.2,LaLiga|Defender,pre_opponent_ppg,0.21280323051049746,True,7,False
0.2,LaLiga|Defender,pre_trend_minutes_share,0.03256249483304831,True,7,False
0.2,LaLiga|Defender,pre_trend_npxg_xa,0.2824100120783722,True,7,False
0.2,LaLiga|Defender,missing_pre_npxg_xa,-0.1883642698639102,True,7,False
0.2,LaLiga|Defender,missing_pre_trend_npxg_xa,-0.1883642698639102,True,7,False
0.2,LaLiga|Midfield,intercept,-1.8028045542675906,True,7,False
0.2,LaLiga|Midfield,age_at_world_cup,0.4850036913503098,True,7,False
0.2,LaLiga|Midfield,market_value_log,1.3761928443247302,True,7,False
0.2,LaLiga|Midfield,pre_minutes_share,-1.0409446928266308,True,7,False
0.2,LaLiga|Midfield,pre_squad_rate,0.46589946214714406,True,7,False
0.2,LaLiga|Midfield,pre_start_rate,0.9778989711629925,True,7,False
0.2,LaLiga|Midfield,pre_npxg_xa,-0.9496587846925029,True,7,False
0.2,LaLiga|Midfield,pre_injury_days,0.08169713568607322,True,7,False
0.2,LaLiga|Midfield,pre_club_ppg,0.8274151411704099,True,7,False
0.2,LaLiga|Midfield,pre_opponent_ppg,-0.42524380815698537,True,7,False
0.2,LaLiga|Midfield,pre_trend_minutes_share,0.24037510869735843,True,7,False
0.2,LaLiga|Midfield,pre_trend_npxg_xa,0.28598851133009157,True,7,False
0.2,Ligue 1|Attack,intercept,-2.395520804766603,True,8,False
0.2,Ligue 1|Attack,age_at_world_cup,0.344751966347105,True,8,False
0.2,Ligue 1|Attack,market_value_log,0.6924514220563447,True,8,False
0.2,Ligue 1|Attack,pre_minutes_share,-1.0355942829547085,True,8,False
0.2,Ligue 1|Attack,pre_squad_rate,-0.2914066609510716,True,8,False
0.2,Ligue 1|Attack,pre_start_rate,-0.2602419636234313,True,8,False
0.2,Ligue 1|Attack,pre_npxg_xa,1.080913743579649,True,8,False
0.2,Ligue 1|Attack,pre_injury_days,-1.6607669936688654,True,8,False
0.2,Ligue 1|Attack,pre_club_ppg,1.1824216040065523,True,8,False
0.2,Ligue 1|Attack,pre_opponent_ppg,0.40208867686230826,True,8,False
0.2,Ligue 1|Attack,pre_trend_minutes_share,0.9318338654377644,True,8,False
0.2,Ligue 1|Attack,pre_trend_npxg_xa,-1.173494596543042,True,8,False
0.2,Ligue 1|Defender,intercept,-1.7076601841534673,True,7,False
0.2,Ligue 1|Defender,age_at_world_cup,0.060185669389642885,True,7,False
0.2,Ligue 1|Defender,market_value_log,0.755838733380085,True,7,False
0.2,Ligue 1|Defender,pre_minutes_share,-0.3293991214193714,True,7,False
